ID,Ref.,Cit.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
445,[71],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)96Dy4,1.5,1459.2484,1667.8328,300,none,23382.524,15.18451632,-24916.7644,-0.847418599,0.31068,MB_B33,13.84,MOB_BG,0.1188624,0.204905049,6.5712,1.866656,0.166981249,0.6912,0,0.2304,0,0,0,0,0,0,0.0384,0,0,0,0,0.04,0,0,0,0,0,0,0,0,4,0.730695669,0.699712233,0.691768117,0.691245141,0.691201171,23.376,61,8.4676608,66,5,26,57.7648,41,6.55958016,72,31,55,51.2757824,151.689,18.64617173,162.5,10.811,55.845,1971.3488,1211,244.5740851,2896,1685,1811,8.8752,10,1.90070784,13,3,8,3.6576,4,0.76382208,6,2,4,124.1856,108,18.51752448,192,84,132,1.866656,0.94,0.102405734,2.16,1.22,1.83,1.9616,1,0.07385088,2,1,2,0.2304,1,0.35463168,1,0,0,4.3392,6,2.34663936,6,0,6,0.4,10,0.768,10,0,0,6.9312,9,1.88301312,12,3,8,0.0384,1,0.07385088,1,0,0,1.152,5,1.7731584,5,0,0,2.9568,5,1.59903744,5,0,4,0.16,4,0.3072,4,0,0,4.3072,2,0.44924928,6,4,4,10.921216,24.0675,1.991745331,31.24,7.1725,10.73,0.3511296,1.524,0.54045868,1.524,0,0,1.458890127,2.1106628,0.901010543,2.1106628,0,2.1106628,213.0848,63,23.22345984,229,166,229,0.283010157,0.033240997,0.626038781,0.057710065,0,0.198203144,0.013354318
446,[71],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)95Dy5,2,1457.4655,1661.469,300,none,23205.675,15.1071448,-24742.6695,-0.870911836,0.30269,MB_B33,13.79,MOB_BG,0.119468,0.208733553,6.534,1.85992,0.178613531,0.684,0,0.228,0,0,0,0,0,0,0.038,0,0,0,0,0.05,0,0,0,0,0,0,0,0,4,0.723729231,0.692467347,0.684562395,0.684044672,0.684001158,23.82,61,8.58192,66,5,26,57.486,41,6.618384,72,31,55,52.434368,151.689,18.98025581,162.5,10.811,55.845,1968.366,1211,243.613288,2896,1685,1811,8.814,10,1.908816,13,3,8,3.682,4,0.766992,6,2,4,124.892,108,18.646752,192,84,132,1.85992,0.94,0.10492256,2.16,1.22,1.83,1.962,1,0.073112,2,1,2,0.228,1,0.352032,1,0,0,4.294,6,2.387464,6,0,6,0.5,10,0.95,10,0,0,6.984,9,1.891488,12,3,8,0.038,1,0.073112,1,0,0,1.14,5,1.76016,5,0,0,2.926,5,1.626856,5,0,4,0.2,4,0.38,4,0,0,4.304,2,0.446272,6,4,4,11.13287,24.0675,2.35705488,31.24,7.1725,10.73,0.347472,1.524,0.536496768,1.524,0,0,1.443693355,2.1106628,0.9124142,2.1106628,0,2.1106628,212.886,63,23.268616,229,166,229,0.280927835,0.032646048,0.614833906,0.071592211,0,0.198203144,0.015235251
447,[71],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)94Dy6,3,1455.6826,1654.435,300,none,23018.646,15.0222635,-24574.0368,-0.892286256,0.29463,MB_B33,13.739,MOB_BG,0.1200736,0.212293274,6.4968,1.853184,0.189293693,0.6768,0,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0,4,0.716915169,0.685245595,0.677356933,0.676844205,0.676801146,24.264,61,8.6919168,66,5,26,57.2072,41,6.67451136,72,31,55,53.5929536,151.689,19.30321746,162.5,10.811,55.845,1965.3832,1211,242.6190835,2896,1685,1811,8.7528,10,1.91633664,13,3,8,3.7064,4,0.76992768,6,2,4,125.5984,108,18.76919808,192,84,132,1.853184,0.94,0.107363942,2.16,1.22,1.83,1.9624,1,0.07237248,2,1,2,0.2256,1,0.34940928,1,0,0,4.2488,6,2.42691456,6,0,6,0.6,10,1.128,10,0,0,7.0368,9,1.89937152,12,3,8,0.0376,1,0.07237248,1,0,0,1.128,5,1.7470464,5,0,0,2.8952,5,1.65373824,5,0,4,0.24,4,0.4512,4,0,0,4.3008,2,0.44325888,6,4,4,11.344524,24.0675,2.714236915,31.24,7.1725,10.73,0.3438144,1.524,0.532499743,1.524,0,0,1.428496583,2.1106628,0.923380191,2.1106628,0,2.1106628,212.6872,63,23.30772864,229,166,229,0.278876762,0.032060027,0.603797181,0.08526603,0,0.198203144,0.017073657
448,[71],"[67] S. Tao, T. Ma, H. Jian, Z. Ahmad, H. Tong, M. Yan, Glass forming ability, magnetic and mechanical properties of (Fe72Mo4B24)100?xDyx (x=4–7) bulk metallic glasses, Mater. Sci. Eng. A. 528 (2010) 161–164. https://doi.org/10.1016/j.msea.2010.08.092.",(Fe72Mo4B24)93Dy7,2,1453.8997,1646.7834,300,none,22823.684,14.93025595,-24410.5389,-0.911879821,0.2865,MB_B33,13.688,MOB_BG,0.1206792,0.215602882,6.4596,1.846448,0.199174956,0.6696,0,0.2232,0,0,0,0,0,0,0.0372,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4,0.710257869,0.678052785,0.670151943,0.669643744,0.669601134,24.708,61,8.7976512,66,5,26,56.9284,41,6.72796224,72,31,55,54.7515392,151.689,19.6150567,162.5,10.811,55.845,1962.4004,1211,241.5914717,2896,1685,1811,8.6916,10,1.92326976,13,3,8,3.7308,4,0.77262912,6,2,4,126.3048,108,18.88486272,192,84,132,1.846448,0.94,0.109729882,2.16,1.22,1.83,1.9628,1,0.07163232,2,1,2,0.2232,1,0.34676352,1,0,0,4.2036,6,2.46499104,6,0,6,0.7,10,1.302,10,0,0,7.0896,9,1.90666368,12,3,8,0.0372,1,0.07163232,1,0,0,1.116,5,1.7338176,5,0,0,2.8644,5,1.67968416,5,0,4,0.28,4,0.5208,4,0,0,4.2976,2,0.44020992,6,4,4,11.556178,24.0675,3.063291437,31.24,7.1725,10.73,0.3401568,1.524,0.528467604,1.524,0,0,1.413299811,2.1106628,0.933908515,2.1106628,0,2.1106628,212.4884,63,23.34079776,229,166,229,0.27685624,0.031482735,0.592924848,0.098736177,0,0.198203144,0.018869535
449,[6],"[6] M. Iqbal, J.I. Akhter, H.F. Zhang, Z.Q. Hu, Synthesis and characterization of bulk amorphous steels, J. Non-Cryst. Solids. 354 (2008) 3284–3290. https://doi.org/10.1016/j.jnoncrysol.2008.02.009.",Fe50Cr14Mo14C14B6Y2,4,1386.81,1609.24,306,BCC_B2,26515.5,18.26481027,-25587.9,-1.419386093,0.33846,M2B_C16,15.722,Y2C3_ALPHA,0.12072,0.191192533,6.48,1.9536,0.294413043,0.5,0,0.06,0,0,0,0.02,0,0.14,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,6,0.559285258,0.511029575,0.500517736,0.500028934,0.500000444,24.16,37,7.4288,42,5,26,56.7,65,7.52,77,12,55,52.744629,85.149,16.64712372,95.96,10.811,55.845,2328.22,2024,579.8904,3823,1799,1811,8.48,11,2.088,14,3,8,3.76,3,0.704,5,2,4,126.5,114,19.24,190,76,132,1.9536,1.33,0.235152,2.55,1.22,1.83,1.72,1,0.4032,2,1,2,0.34,2,0.544,2,0,0,4.42,6,1.9048,6,0,6,0,0,0,0,0,0,6.48,5,1.52,8,3,8,0.28,1,0.4032,1,0,0,0.86,5,1.376,5,0,0,3.58,9,1.432,9,0,4,0,0,0,0,0,0,4.72,5,0.9216,9,4,4,10.99545,26.725,2.22373,32.365,5.64,10.73,0.72088,4.496,1.153408,4.496,0,0,1.0553314,2.1106628,1.0553314,2.1106628,0,2.1106628,219.62,63,14.6328,229,166,229,0.265432099,0.052469136,0.682098765,0,0,0.357394967,0.040560741
450,[72],"[68] F. Chen, C. Tsin, S. Zhou, Preparation, formation mechanism, and crystallization of Fe74Al4Sn2(PSiBC)20 bulk amorphous alloys, Mater. Sci. Eng.A. 373 (2004) 158–166. https://doi.org/10.1016/j.msea.2004.01.046.",Fe74Al4Sn2P11C4B4Si1,2,1202.2921,1582.969,1131,FCC_L12,26865.323,19.07177621,-14516.878,-0.97617527,0.37586,BCC_B2#1,0.4754,BCC_B2#1,0.1219,0.140168535,6.99,1.9013,0.184378171,0.74,0,0.04,0.01,0,0,0,0,0,0,0.11,0.04,0,0.04,0,0,0,0,0,0,0.02,0,0,7,0.751664819,0.740931381,0.740010948,0.74000017,0.74,22.99,45,5.5352,50,5,26,61.09,28,9.0132,83,55,55,49.37959836,107.899,12.34201049,118.71,10.811,55.845,1686.1934,3505.7,408.618956,3823,317.3,1811,9.59,7,2.3532,15,8,8,3.7,3,0.496,5,2,4,124.58,63,11.5584,139,76,132,1.9013,0.94,0.128854,2.55,1.61,1.83,2,0,0,2,2,2,0.55,3,0.814,3,0,0,4.64,10,2.2272,10,0,6,0,0,0,0,0,0,7.19,11,1.4712,14,3,8,0,0,0,0,0,0,1.01,5,1.4948,5,0,0,2.96,4,1.5392,4,0,4,0,0,0,0,0,0,3.97,2,0.2134,5,3,4,12.46472619,27.645,3.536750952,33.285,5.64,10.73,0.42728,4.496,0.683648,4.496,0,0,1.561890472,2.1106628,0.812183045,2.1106628,0,2.1106628,198.17,227,48.3514,229,2,229,0.278164117,0.076495132,0.645340751,0,0,0.198203144,0.016298993
451,[72],"[68] F. Chen, C. Tsin, S. Zhou, Preparation, formation mechanism, and crystallization of Fe74Al4Sn2(PSiBC)20 bulk amorphous alloys, Mater. Sci. Eng.A. 373 (2004) 158–166. https://doi.org/10.1016/j.msea.2004.01.046.",Fe74Al4Sn2P10Si4B4C2,2,1236.411,1607.279,1194,FCC_L12,27157.7,18.78952568,-16497.76,-0.995822297,0.33879,BCC_B2#1,0.39086,BCC_B2#1,0.12242,0.131319892,6.98,1.8854,0.156501885,0.74,0,0.04,0.04,0,0,0,0,0,0,0.1,0.02,0,0.04,0,0,0,0,0,0,0.02,0,0,7,0.750466522,0.7407346,0.740006879,0.740000087,0.74,23.14,45,5.3072,50,5,26,61.06,28,8.9688,83,55,55,49.67221174,107.899,11.89723815,118.71,10.811,55.845,1657.1704,3505.7,371.953728,3823,317.3,1811,9.58,7,2.3384,15,8,8,3.72,3,0.4656,5,2,4,125.32,63,10.4336,139,76,132,1.8854,0.94,0.104024,2.55,1.61,1.83,2,0,0,2,2,2,0.54,3,0.7992,3,0,0,4.64,10,2.2272,10,0,6,0,0,0,0,0,0,7.18,11,1.4864,14,3,8,0,0,0,0,0,0,1.02,5,1.5096,5,0,0,2.96,4,1.5392,4,0,4,0,0,0,0,0,0,3.98,2,0.196,5,3,4,12.73942381,27.645,3.703278095,33.285,5.64,10.73,0.3443,4.496,0.55088,4.496,0,0,1.561890472,2.1106628,0.812183045,2.1106628,0,2.1106628,201.08,227,45.3088,229,2,229,0.278551532,0.075208914,0.646239554,0,0,0.198203144,0.011835314
452,[73],"[69] S.F. Guo, K.C. Chan, S.H. Xie, P. Yu, Y.J. Huang, H.J. Zhang, Novel centimeter-sized Fe-based bulk metallic glass with high corrosion resistance in simulated acid rain and seawater, J. Non-Cryst. Solids. 369 (2013) 29–33. https://doi.org/10.1016/j.jnoncrysol.2013.02.026.",Fe43Co4.5Cr16.5Mo16.5C14B4Y1.5,10,1384.58,1677.76,403,BCC_B2,30279.5,20.3309059,-24126.5,-1.56121623,0.35236,HCP_A3#1,10.576,Y15C19_ALPHA,0.1212985,0.181714945,6.529,1.95114,0.293448096,0.43,0.045,0.04,0,0,0,0.015,0,0.165,0.165,0,0.14,0,0,0,0,0,0,0,0,0,0,0,7,0.513321061,0.451562209,0.433177701,0.431674513,0.43151626,24.84997491,37,7.171583231,42,5,26,56.45760161,65,7.159136254,77,12,55,54.38009636,85.149,16.19235072,95.96,10.811,55.845,2350.044155,2055,590.8393124,3823,1768,1811,8.358253889,11,2.015841194,14,3,8,3.815855494,3,0.656003992,5,2,4,127.5323633,114,18.11295883,190,76,132,1.957992975,1.33,0.238405216,2.55,1.22,1.83,1.672353236,1,0.440588724,2,1,2,0.321123934,2,0.526237214,2,0,0,4.558454591,7,1.753936067,7,0,6,0,0,0,0,0,0,6.551931761,6,1.470812671,9,3,8,0.327646764,1,0.440588724,1,0,0,0.762669343,5,1.249813383,5,0,0,3.635223281,9,1.370647744,9,0,4,0,0,0,0,0,0,4.725539388,6,0.985863971,9,3,4,11.05588058,26.725,2.188011603,32.365,5.64,10.73,0.692824887,4.496,1.135356789,4.496,0,0,0.980698653,2.1106628,1.02646131,2.1106628,0,2.1106628,219.446563,63,14.50511814,229,166,229,0.255245826,0.0490121,0.695742074,0,0,0.357394967,0.040494096
453,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Co43B31.5Fe20Ta5.5,2,1225.98,1495.89,300,none,25036.33,18.61524795,-38408,-1.20820046,0.39986,MB_B27,7.3018,MB_B27,0.113405,0.215768125,6.69,1.8995,0.126987204,0.2,0.43,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,4,0.571970279,0.491770976,0.448378352,0.436902363,0.431896074,22.4,68,10.962,73,5,27,61.26,24,6.7662,72,48,58,49.86787225,170.13688,24.60582952,180.94788,10.811,58.933195,2043.01,1522,329.3126,3290,1768,1768,9.84,8,1.9908,13,5,9,3.48,4,0.9324,6,2,4,116.39,86,20.4057,170,84,126,1.8995,0.54,0.088515,2.04,1.5,1.88,2,0,0,2,2,2,0.315,1,0.43155,1,0,0,4.375,7,2.9075,7,0,7,0.77,14,1.4553,14,0,0,7.46,16,2.8098,19,3,9,0,0,0,0,0,0,1.575,5,2.15775,5,0,0,2.475,7,1.55925,7,0,3,0,0,0,0,0,0,4.05,4,0.923,7,3,3,9.8072875,10.9475,1.659916125,18.12,7.1725,10.245,0.48006,1.524,0.6576822,1.524,0,0,1.087975176,2.1106628,0.80510163,2.1106628,0,1.5484712,194.105,63,17.79645,229,166,194,0.268096515,0.042225201,0.586461126,0.103217158,0,0.070306205,0.007921268
454,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe36Co36B19.2Si4.8Nb4,2,1241.98,1671.15,300,none,31020.02,22.90202463,-31577.4,-1.326948438,0.89514,M3B4_D7B,11.887,M3B4_D7B,0.117872,0.174450844,7.088,1.88248,0.094679721,0.36,0.36,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.547693345,0.465030607,0.415303046,0.397819812,0.385874354,22.352,36,7.46496,41,5,26.5,60.128,31,6.27456,78,47,56.5,48.4602214,82.09538,16.41327427,92.90638,10.811,57.3890975,1930.232,1063,226.004352,2750,1687,1789.5,9.488,9,1.78176,14,5,8.5,3.608,3,0.67584,5,2,4,120.896,80,15.11808,164,84,129,1.88248,0.44,0.0621696,2.04,1.6,1.855,1.96,1,0.0768,2,1,2,0.288,2,0.43776,2,0,0,4.84,7,2.3904,7,0,6.5,0,0,0,0,0,0,7.088,6,2.03328,9,3,8.5,0.04,1,0.0768,1,0,0,1.152,5,1.75104,5,0,0,2.76,6,1.3248,6,0,3.5,0,0,0,0,0,0,3.952,4,0.68544,7,3,3.5,10.63644,13.2675,1.61198976,20.44,7.1725,10.4875,0.329712,1.524,0.50116224,1.524,0,0,1.31728824,2.1106628,0.737681414,2.1106628,0,1.829567,204.208,63,22.021632,229,166,211.5,0.276523702,0.040632054,0.682844244,0,0,0.04724739,0.004443959
455,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe40Ni35P10C10B5,1.5,1153.711,1496.809,777,FCC_L12,26914.9,20.38386002,-18443.66,-1.344257669,1.1708,GRAPHITE_A9,3.5235,GRAPHITE_A9,0.1176,0.160293063,7.75,1.9765,0.218592658,0.4,0,0.05,0,0,0.35,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,5,0.552268051,0.477685618,0.434646672,0.419388338,0.409451994,22.55,23,6.575,28,5,26,62.95,28,7.725,83,55,55,47.7196862,47.8824,14.1818507,58.6934,10.811,55.845,1860.63,3505.7,441.211,3823,317.3,1811,10.25,7,1.975,15,8,8,3.6,2,0.6,4,2,4,118.7,56,14.35,132,76,132,1.9765,0.72,0.16375,2.55,1.83,1.83,2,0,0,2,2,2,0.55,3,0.825,3,0,0,5.2,8,2.6,8,0,6,0,0,0,0,0,0,7.75,7,1.775,10,3,8,0,0,0,0,0,0,0.95,5,1.425,5,0,0,2.3,4,1.36,4,0,4,0,0,0,0,0,0,3.25,3,0.925,5,2,4,11.08364881,16.9302381,2.297317857,22.5702381,5.64,10.73,0.6883,4.496,1.03245,4.496,0,0,1.052653265,2.1106628,0.846407628,2.1106628,0,2.1106628,198.25,227,43.325,229,2,229,0.258064516,0.070967742,0.670967742,0,0,0.121553261,0.022803623
456,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",Fe48Cr15C15Mo14Er2B6,8,1376.1112,1595.6054,498.7,BCC_B2,24950.57,17.1071153,-25942.23822,-1.443742103,0.32136,M2B_C16,6.2687,MOB_BG,0.12015,0.193791603,6.42,1.9595,0.300297769,0.48,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0,6,0.546808925,0.493666786,0.480775269,0.480052242,0.480001067,24.52,63,8.0544,68,5,26,57.32,42,7.6656,77,35,55,53.83486,156.448,18.2617392,167.259,10.811,55.845,2351.45,2053,593.939,3823,1770,1811,8.52,11,2.1816,14,3,8,3.76,4,0.7392,6,2,4,125.99,113,20.0358,189,76,132,1.9595,1.31,0.24295,2.55,1.24,1.83,1.71,1,0.4118,2,1,2,0.36,2,0.5688,2,0,0,4.33,6,1.9918,6,0,6,0.24,12,0.4704,12,0,0,6.64,11,1.6,14,3,8,0.29,1,0.4118,1,0,0,0.9,5,1.422,5,0,0,3.37,5,1.5502,5,0,4,0.04,2,0.0784,2,0,0,4.6,4,0.86,6,2,4,10.91355,24.945,2.207199,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.013118144,2.1106628,1.05364287,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.25753012,0.054216867,0.652108434,0.036144578,0,0.34885635,0.042184409
457,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe56.8B24Co14.2Nb5,2,1274.14,1894.89,300,none,38418.5,25.73541229,-28705.5,-1.090748379,1.2848,M3B4_D7B,13.724,M3B4_D7B,0.1169,0.1899348,6.792,1.876,0.107088748,0.568,0.142,0.24,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.63473459,0.584864673,0.569632136,0.56819986,0.568010357,21.852,36,8.08896,41,5,26,59.106,25,6.18912,72,47,55,47.32843269,82.09538,17.52836769,92.90638,10.811,55.845,1980.724,982,253.22008,2750,1768,1811,9.192,8,1.82784,13,5,8,3.57,3,0.7536,5,2,4,121.228,80,17.86944,164,84,132,1.876,0.44,0.079856,2.04,1.6,1.83,1.95,1,0.095,2,1,2,0.24,1,0.3648,1,0,0,4.602,7,2.26916,7,0,6,0,0,0,0,0,0,6.792,6,1.99936,9,3,8,0.05,1,0.095,1,0,0,1.2,5,1.824,5,0,0,2.998,6,1.43904,6,0,4,0,0,0,0,0,0,4.248,4,0.63616,7,3,4,10.17983,11.0075,1.4435184,18.18,7.1725,10.73,0.36576,1.524,0.5559552,1.524,0,0,1.418739381,2.1106628,0.822868841,2.1106628,0,2.1106628,208.91,63,24.83124,229,166,229,0.287102473,0.035335689,0.677561837,0,0,0.04724739,0.005680749
458,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)72B24Mo4]94Dy6,2,1244.8226,1620.465,300,none,27066.646,19.54233102,-28396.2368,-1.347780552,0.79858,MOB_BG,12.081,MOB_BG,0.1200736,0.212293274,6.76752,1.86672,0.188939254,0.40608,0.27072,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0,5,0.542309326,0.461912359,0.420080282,0.410289716,0.406890617,24.53472,61,8.814065664,66,5,26,58.01936,41,6.308064768,72,31,55,54.42898975,151.689,19.68043698,162.5,10.811,55.845,1953.74224,1211,248.7468849,2896,1685,1811,9.02352,10,1.794187776,13,3,8,3.7064,4,0.76992768,6,2,4,123.97408,108,18.0363049,192,84,132,1.86672,0.94,0.107428915,2.16,1.22,1.83,1.9624,1,0.07237248,2,1,2,0.2256,1,0.34940928,1,0,0,4.51952,7,2.581549824,7,0,6,0.6,10,1.128,10,0,0,7.30752,9,2.041878528,12,3,8,0.0376,1,0.07237248,1,0,0,1.128,5,1.7470464,5,0,0,2.62448,5,1.499102976,5,0,4,0.24,4,0.4512,4,0,0,4.03008,3,0.585765888,6,3,4,11.2132248,24.0675,2.739866519,31.24,7.1725,10.73,0.3438144,1.524,0.532499743,1.524,0,0,1.276300073,2.1106628,0.825000367,2.1106628,0,2.1106628,203.212,63,22.88323968,229,166,229,0.268545279,0.030872307,0.618475215,0.082107199,0,0.198203144,0.016965554
459,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]95Nb4Mo1,2,1268.99,1711.69,300,none,31039.87,22.15763491,-31110.8,-1.35612014,0.93127,M3B4_D7B,12.55,M3B4_D7B,0.118095,0.174191286,7.005,1.881575,0.099344196,0.4275,0.285,0.19,0.0475,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.551395956,0.47667346,0.439545788,0.431186814,0.428248285,22.485,37,7.450375,42,5,26,59.8075,31,6.3614375,78,47,55,48.73370453,85.149,16.37220715,95.96,10.811,55.845,1943.295,1209,237.3784,2896,1687,1811,9.38,9,1.8145,14,5,8,3.6225,3,0.6756875,5,2,4,121.6725,80,15.3294375,164,84,132,1.881575,0.56,0.067520375,2.16,1.6,1.83,1.95,1,0.095,2,1,2,0.285,2,0.434625,2,0,0,4.77,7,2.32735,7,0,6,0,0,0,0,0,0,7.005,6,1.987875,9,3,8,0.05,1,0.095,1,0,0,1.14,5,1.7385,5,0,0,2.855,6,1.356125,6,0,4,0,0,0,0,0,0,4.045,4,0.6384,7,3,4,10.724675,13.2675,1.62324125,20.44,7.1725,10.73,0.3262775,1.524,0.497573188,1.524,0,0,1.343622639,2.1106628,0.772583017,2.1106628,0,2.1106628,206.96,63,22.952,229,166,229,0.278372591,0.040685225,0.680942184,0,0,0.075405485,0.004889704
