ID,Ref.,Cit.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
460,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]95Nb4Zr1,2,1258.35,2284.23,300,none,54624.15,33.71870309,-31758.8,-1.35612014,2.5541,MB2_C32,19.406,MB2_C32,0.118285,0.176262343,6.985,1.873275,0.109852284,0.4275,0.285,0.19,0.0475,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.551395956,0.47667346,0.439545788,0.431186814,0.428248285,22.465,36,7.440875,41,5,26,59.7475,34,6.3899375,78,44,55,48.68634453,82.09538,16.34971115,92.90638,10.811,55.845,1935.615,1063,225.7048,2750,1687,1811,9.36,10,1.824,14,4,8,3.6225,3,0.6756875,5,2,4,121.8825,91,15.4291875,175,84,132,1.873275,0.71,0.069727625,2.04,1.33,1.83,1.96,1,0.0768,2,1,2,0.285,2,0.434625,2,0,0,4.74,7,2.3655,7,0,6,0,0,0,0,0,0,6.985,6,2.016375,9,3,8,0.04,1,0.0768,1,0,0,1.14,5,1.7385,5,0,0,2.885,8,1.370375,8,0,4,0,0,0,0,0,0,4.065,5,0.6688,8,3,4,10.799725,16.0225,1.754153625,23.195,7.1725,10.73,0.3262775,1.524,0.497573188,1.524,0,0,1.343622639,2.1106628,0.772583017,2.1106628,0,2.1106628,206.61,63,22.8717,229,166,229,0.280601288,0.040801718,0.678596994,0,0,0.118407193,0.005931231
461,[1],"[1] Z.-Z. Yuan, S.-L. Bao, Y. Lu, D.-P. Zhang, L. Yao, A new criterion for evaluating the glass-forming ability of bulk glass forming alloys, J. Alloys . Compd. 459 (2008) 251–260. https://doi.org/10.1016/j.jallcom.2007.05.037.",Fe63C15Mo14B6Er2,3,1279.93,1546.49,300,none,22115.4,16.06830283,-26349.4,-1.09795124,0.76373,Y2C3_ALPHA,15.014,Y2C3_ALPHA,0.11993,0.194843725,6.72,1.9846,0.281412224,0.63,0,0.06,0,0,0,0.02,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0,5,0.665582452,0.635282698,0.630165597,0.630006319,0.630000055,24.24,37,7.7808,42,5,26,57.76,65,7.4808,77,12,55,52.845132,85.149,17.29442544,95.96,10.811,55.845,2296.68,2024,631.864,3823,1799,1811,8.82,11,2.0556,14,3,8,3.74,3,0.7308,5,2,4,124.96,114,19.6032,190,76,132,1.9846,1.33,0.22538,2.55,1.22,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.5,6,2.03,6,0,6,0,0,0,0,0,0,6.72,5,1.6128,8,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.4,9,1.428,9,0,4,0,0,0,0,0,0,4.44,5,0.6864,9,4,4,10.88015,26.725,2.206152,32.365,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.329717564,2.1106628,0.983990997,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.276785714,0.053571429,0.669642857,0,0,0.357394967,0.037164989
462,[82],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe70.83B16.67Si8.33Hf4.17,1.5,1493.37,2679.31,340,BCC_B2,70945.7,36.26612454,-29354.7,-0.882454364,2.8856,MB2_C32,24.064,MB2_C32,0.1191255,0.179597312,6.6665,1.848737,0.138282663,0.7083,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.0417,0,0,0,0,0,0,0,0,0,0,4,0.733590867,0.711792844,0.708405547,0.708304079,0.708300037,23.4179,67,7.70955,72,5,26,59.3328,33,7.3332,78,45,55,51.13976235,167.679,17.28644948,178.49,10.811,55.845,1919.1702,819,191.9134606,2506,1687,1811,9.1665,10,2.08335,14,4,8,3.6667,4,0.66675,6,2,4,124.0422,91,15.5229,175,84,132,1.848737,0.74,0.0723075,2.04,1.3,1.83,2,0,0,2,2,2,0.3333,2,0.49995,2,0,0,4.3332,6,2.36118888,6,0,6,0.5838,14,1.11891108,14,0,0,7.2503,15,1.95855,18,3,8,0,0,0,0,0,0,1.1667,5,1.75005,5,0,0,3.1668,8,1.5834,8,0,4,0,0,0,0,0,0,4.3335,4,0.5279972,8,4,4,11.42410675,15.0275,2.400757313,22.2,7.1725,10.73,0.3184417,1.524,0.47766255,1.524,0,0,1.494982461,2.1106628,0.872172768,2.1106628,0,2.1106628,216.8718,63,18.86816624,229,166,229,0.275850654,0.045970512,0.597658028,0.080520806,0,0.127942572,0.009252175
463,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe71P12C10Mo2Nb3B2,1,1216.8532,2135.97,1199,FCC_L12,50007.512,30.35183726,-17001.504,-0.98953591,2.7408,FCC_L12#1,2.8337,FCC_L12#1,0.1193,0.154703808,7.01,1.9491,0.24052898,0.71,0,0.02,0,0.03,0,0,0,0,0.02,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,6,0.728148337,0.7118276,0.710027476,0.710000511,0.710000002,23.03,37,6.0544,42,5,26,60.56,36,9.1312,83,47,55,49.49048284,85.149,13.48714888,95.96,10.811,55.845,1893.566,3505.7,495.54756,3823,317.3,1811,9.41,10,2.4032,15,5,8,3.69,3,0.5712,5,2,4,123.84,88,15.2032,164,76,132,1.9491,0.95,0.190068,2.55,1.6,1.83,1.95,1,0.095,2,1,2,0.58,3,0.8816,3,0,0,4.48,6,2.1792,6,0,6,0,0,0,0,0,0,7.01,5,1.4058,8,3,8,0.05,1,0.095,1,0,0,0.86,5,1.3072,5,0,0,3.12,6,1.4976,6,0,4,0,0,0,0,0,0,4.03,4,0.2958,7,3,4,11.89337857,16.9302381,3.091508429,22.5702381,5.64,10.73,0.67508,4.496,1.0261216,4.496,0,0,1.498570588,2.1106628,0.869170941,2.1106628,0,2.1106628,197,227,48.64,229,2,229,0.278174037,0.082738944,0.639087019,0,0,0.201982698,0.027483122
464,[82],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe71.67B16.67Si8.33Zr3.33,2.5,1492.13,2738.38,402,BCC_B2,71290.9,36.42112067,-29944.9,-0.857703498,2.6287,MB2_C32,16.524,MB2_C32,0.1184982,0.171447042,6.7001,1.854188,0.124497312,0.7167,0,0.1667,0.0833,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.741279677,0.720089154,0.716800622,0.7167038,0.716700033,21.9659,35,6.98355,40,5,26,59.3835,34,7.30785,78,44,55,47.20358655,80.413,15.31836158,91.224,10.811,55.845,1900.7448,661,164.25008,2348,1687,1811,9.2001,10,2.06655,14,4,8,3.6166,3,0.6417,5,2,4,123.681,91,15.3423,175,84,132,1.854188,0.71,0.069582,2.04,1.33,1.83,2,0,0,2,2,2,0.3333,2,0.49995,2,0,0,4.3668,6,2.34102888,6,0,6,0,0,0,0,0,0,6.7001,5,1.86327666,8,3,8,0,0,0,0,0,0,1.1667,5,1.75005,5,0,0,3.1332,8,1.5666,8,0,4,0,0,0,0,0,0,4.2999,4,0.47984,8,4,4,11.36089225,16.0225,2.300730927,23.195,7.1725,10.73,0.3184417,1.524,0.47766255,1.524,0,0,1.512712029,2.1106628,0.857102635,2.1106628,0,2.1106628,217.1658,63,18.60152,229,166,229,0.298503007,0.049745526,0.651751466,0,0,0.118407193,0.007541195
465,[80],"[71] Z. Long, W. Liu, M. Zhong, Y. Zhang, M. Zhao, G. Liao, Z. Chen, A new correlation between the characteristics temperature and glass-forming ability for bulk metallic glasses, J. Therm. Anal. Calorim. 132 (3) (2018) 1645–1660, https://doi.org/ 10.1007/s10973-018-7050-0.",(Fe72B24Mo4)95Dy5,2,1212.7855,1469.499,300,none,22571.875,16.91192396,-25634.3695,-0.870911836,0.27828,M2B_C16,5.3323,MB_B27,0.121026,0.225401102,6.42,1.8242,0.206799323,0.684,0,0.228,0,0,0,0.038,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,4,0.723729231,0.692467347,0.684562395,0.684044672,0.684001158,23.706,61,8.529936,66,5,26,56.042,60,7.276848,72,12,55,52.1663103,151.689,18.8580215,162.5,10.811,55.845,1926.68,663,192.12192,2348,1685,1811,8.7,10,1.9608,13,3,8,3.682,4,0.766992,6,2,4,126.26,108,19.27056,192,84,132,1.8242,0.82,0.1063392,2.04,1.22,1.83,2,0,0,2,2,2,0.228,1,0.352032,1,0,0,4.142,6,2.541744,6,0,6,0.5,10,0.95,10,0,0,6.87,9,2.05884,12,3,8,0,0,0,0,0,0,1.14,5,1.76016,5,0,0,3.078,9,1.711368,9,0,4,0.2,4,0.38,4,0,0,4.418,5,0.613624,9,4,4,11.76652,25.1925,3.51283248,32.365,7.1725,10.73,0.347472,1.524,0.536496768,1.524,0,0,1.443693355,2.1106628,0.9124142,2.1106628,0,2.1106628,211.556,63,23.863392,229,166,229,0.291120815,0.033187773,0.602911208,0.072780204,0,0.154730696,0.020322512
466,[82],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe72.5B16.67Si8.33Hf2.5,2.5,1490.2,2557.23,412,BCC_B2,63486.3,33.85752125,-28429.9,-0.831049131,2.691,MB2_C32,18.891,MB2_C32,0.1184742,0.173052997,6.7333,1.857588,0.118410482,0.725,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,4,0.748984499,0.728299141,0.725096072,0.725003546,0.72500003,22.6497,67,7.32545,72,5,26,59.4998,33,7.2497,78,45,55,49.09159085,167.679,16.26236373,178.49,10.811,55.845,1907.5637,819,176.7632774,2506,1687,1811,9.2333,10,2.04995,14,4,8,3.6333,4,0.65005,6,2,4,123.3241,91,15.16385,175,84,132,1.857588,0.74,0.067882,2.04,1.3,1.83,2,0,0,2,2,2,0.3333,2,0.49995,2,0,0,4.4,6,2.32,6,0,6,0.35,14,0.6825,14,0,0,7.0833,15,1.87505,18,3,8,0,0,0,0,0,0,1.1667,5,1.75005,5,0,0,3.1,8,1.55,8,0,4,0,0,0,0,0,0,4.2667,4,0.43114722,8,4,4,11.23255775,15.0275,2.082331991,22.2,7.1725,10.73,0.3184417,1.524,0.47766255,1.524,0,0,1.53023053,2.1106628,0.841626792,2.1106628,0,2.1106628,217.4563,63,18.32834542,229,166,229,0.28235427,0.047054339,0.621179394,0.049411997,0,0.127942572,0.006817099
467,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe48Cr15C15Mo14B6Y2,7,1386.17,1602.35,312,BCC_B2,26706.2,18.3482449,-26533,-1.443742103,0.34393,M2B_C16,15.576,Y2C3_ALPHA,0.12023,0.195307712,6.42,1.9591,0.301267638,0.48,0,0.06,0,0,0,0.02,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0,6,0.546808925,0.493666786,0.480775269,0.480052242,0.480001067,23.94,37,7.6548,42,5,26,56.86,65,7.8588,77,12,55,52.267797,85.149,17.13345384,95.96,10.811,55.845,2352.03,2024,593.6026,3823,1799,1811,8.52,11,2.1816,14,3,8,3.74,3,0.7308,5,2,4,126.01,114,20.0442,190,76,132,1.9591,1.33,0.24323,2.55,1.22,1.83,1.71,1,0.4118,2,1,2,0.36,2,0.5688,2,0,0,4.35,6,1.961,6,0,6,0,0,0,0,0,0,6.42,5,1.5168,8,3,8,0.29,1,0.4118,1,0,0,0.9,5,1.422,5,0,0,3.55,9,1.491,9,0,4,0,0,0,0,0,0,4.74,5,0.9324,9,4,4,10.94915,26.725,2.256327,32.365,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.013118144,2.1106628,1.05364287,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.26635514,0.056074766,0.677570093,0,0,0.357394967,0.042424008
468,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe50Co50)72B24Mo4]94Dy6,2,1231.0626,1601.285,300,none,28510.346,21.02464902,-29018.5368,-1.361408268,0.78141,MOB_BG,11.44,MOB_BG,0.1200736,0.212293274,6.8352,1.870104,0.188698885,0.3384,0.3384,0.2256,0,0,0,0,0,0,0.0376,0,0,0,0,0.06,0,0,0,0,0,0,0,0,5,0.533796066,0.446899852,0.393715834,0.375166751,0.363001398,24.6024,61,8.84460288,66,5,26.5,58.2224,41,6.21645312,72,31,56.5,54.63799879,151.689,19.77474185,162.5,10.811,57.3890975,1950.832,1211,250.2788352,2896,1685,1789.5,9.0912,10,1.76365056,13,3,8.5,3.7064,4,0.76992768,6,2,4,123.568,108,17.8530816,192,84,129,1.870104,0.94,0.105154867,2.16,1.22,1.855,1.9624,1,0.07237248,2,1,2,0.2256,1,0.34940928,1,0,0,4.5872,7,2.62020864,7,0,6.5,0.6,10,1.128,10,0,0,7.3752,9,2.07750528,12,3,8.5,0.0376,1,0.07237248,1,0,0,1.128,5,1.7470464,5,0,0,2.5568,5,1.46044416,5,0,3.5,0.24,4,0.4512,4,0,0,3.9624,3,0.65135232,6,3,3.5,11.1804,24.0675,2.74627392,31.24,7.1725,10.4875,0.3438144,1.524,0.532499743,1.524,0,0,1.238250946,2.1106628,0.800405411,2.1106628,0,1.829567,200.8432,63,21.1739136,229,166,211.5,0.26608092,0.030589001,0.621976353,0.081353726,0,0.198203144,0.016909909
469,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe55.8B24Co14.2Nb6,2,1272.98,1945.68,300,none,40904.5,27.00127757,-29115.3,-1.11402152,1.3881,M3B4_D7B,13.965,M3B4_D7B,0.11708,0.191023304,6.762,1.8737,0.110468593,0.558,0.142,0.24,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.626680142,0.575538902,0.559752336,0.558222315,0.558012152,22.002,36,8.16096,41,5,26,59.026,25,6.22752,72,47,55,47.69904649,82.09538,17.70626232,92.90638,10.811,55.845,1990.114,982,262.9716,2750,1768,1811,9.162,8,1.84224,13,5,8,3.58,3,0.7584,5,2,4,121.548,80,18.02304,164,84,132,1.8737,0.44,0.0816132,2.04,1.6,1.83,1.94,1,0.1128,2,1,2,0.24,1,0.3648,1,0,0,4.582,7,2.2692,7,0,6,0,0,0,0,0,0,6.762,6,2.0172,9,3,8,0.06,1,0.1128,1,0,0,1.2,5,1.824,5,0,0,3.018,6,1.453752,6,0,4,0,0,0,0,0,0,4.278,4,0.6732,7,3,4,10.25433,11.0075,1.48192812,18.18,7.1725,10.73,0.36576,1.524,0.5559552,1.524,0,0,1.397632753,2.1106628,0.838579652,2.1106628,0,2.1106628,208.91,63,24.83124,229,166,229,0.286897368,0.035492458,0.677610175,0,0,0.04724739,0.006041736
470,[79],"[70] M.K. Tripathi, S. Ganguly, P. Dey, P.P. Chattopadhyay, Evolution of glass forming ability indicator by genetic programming, Comput. Mater. Sci. 118 (2016) 56–65, https://doi.org/10.1016/j.commatsci.2016.02.037.",Fe56.05B25Co13.45Nb5.5,2.5,1277.23,1964.59,300,none,41639.1,27.27953179,-29558,-1.100417549,1.4042,M3B4_D7B,14.272,M3B4_D7B,0.11649,0.193928267,6.7195,1.876575,0.110006906,0.5605,0.1345,0.25,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.630694459,0.579205545,0.562554022,0.560784451,0.5605175,21.7095,36,8.35475,41,5,26,59.2135,25,6.39325,72,47,55,47.04023813,82.09538,18.11461906,92.90638,10.811,55.845,1991.1115,982,261.921985,2750,1768,1811,9.2195,8,1.89025,13,5,8,3.555,3,0.7775,5,2,4,120.953,80,18.4765,164,84,132,1.876575,0.44,0.082633825,2.04,1.6,1.83,1.945,1,0.10395,2,1,2,0.25,1,0.375,1,0,0,4.5245,7,2.319945,7,0,6,0,0,0,0,0,0,6.7195,6,2.048895,9,3,8,0.055,1,0.10395,1,0,0,1.25,5,1.875,5,0,0,2.9755,6,1.48775,6,0,4,0,0,0,0,0,0,4.2805,4,0.658895,7,3,4,10.1851425,11.0075,1.50632125,18.18,7.1725,10.73,0.381,1.524,0.5715,1.524,0,0,1.391295876,2.1106628,0.848690484,2.1106628,0,2.1106628,208.5425,63,25.1831825,229,166,229,0.289456061,0.037205149,0.67333879,0,0,0.04724739,0.005992498
471,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]94Nb4Y2,1.5,1129.91,1713.34,300,none,37522.75,28.0502281,-31492.5,-1.385821203,1.4517,M3B4_D7B,12.472,M3B4_D7B,0.119138,0.185853368,6.934,1.86547,0.132385721,0.423,0.282,0.188,0.047,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.545899258,0.471669377,0.434919037,0.426648006,0.423740408,22.63,36,7.4401,41,5,26,58.943,66,6.70079,78,12,55,49.08845469,82.09538,16.3666007,92.90638,10.811,55.845,1931.322,1063,222.165168,2750,1687,1811,9.284,11,1.84052,14,3,8,3.637,3,0.67539,5,2,4,122.737,106,15.66839,190,84,132,1.86547,0.82,0.07706402,2.04,1.22,1.83,1.96,1,0.0768,2,1,2,0.282,2,0.43146,2,0,0,4.692,7,2.40828,7,0,6,0,0,0,0,0,0,6.934,6,2.06706,9,3,8,0.04,1,0.0768,1,0,0,1.128,5,1.72584,5,0,0,2.958,9,1.39026,9,0,4,0,0,0,0,0,0,4.126,6,0.753504,9,3,4,11.11149,25.1925,2.29250114,32.365,7.1725,10.73,0.322843,1.524,0.49394979,1.524,0,0,1.329479243,2.1106628,0.784392753,2.1106628,0,2.1106628,206.492,63,22.77016,229,166,229,0.282665128,0.040669166,0.676665705,0,0,0.154730696,0.008476199
472,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]95Nb4Y1,1.5,1170.48,1720.45,300,none,36037.53,26.51756991,-31255.1,-1.35612014,1.2893,M3B4_D7B,12.537,M3B4_D7B,0.118505,0.180384838,6.975,1.872175,0.11568284,0.4275,0.285,0.19,0.0475,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.551395956,0.47667346,0.439545788,0.431186814,0.428248285,22.455,36,7.436125,41,5,26,59.4275,66,6.5419375,78,12,55,48.66316302,82.09538,16.33869994,92.90638,10.811,55.845,1932.325,1063,223.3705,2750,1687,1811,9.35,11,1.82875,14,3,8,3.6225,3,0.6756875,5,2,4,122.0325,106,15.5004375,190,84,132,1.872175,0.82,0.070877125,2.04,1.22,1.83,1.96,1,0.0768,2,1,2,0.285,2,0.434625,2,0,0,4.73,7,2.37975,7,0,6,0,0,0,0,0,0,6.975,6,2.030625,9,3,8,0.04,1,0.0768,1,0,0,1.14,5,1.7385,5,0,0,2.895,9,1.375125,9,0,4,0,0,0,0,0,0,4.075,6,0.684,9,3,4,10.891425,25.1925,1.919672125,32.365,7.1725,10.73,0.3262775,1.524,0.497573188,1.524,0,0,1.343622639,2.1106628,0.772583017,2.1106628,0,2.1106628,206.61,63,22.8717,229,166,229,0.281003584,0.040860215,0.678136201,0,0,0.154730696,0.006527206
473,[81],"[72] J. Torrens-Serra, P. Bruna, M. Stoica, J. Eckert, Glass-forming ability and
microstructural evolution of [(Fe0.6Co0.4)0.75Si0.05B0.20]96-xNb4Mx metallic glasses
studied by M¨ossbauer spectroscopy, J. Alloy. Compd. 704 (2017) 748–759,
https://doi.org/10.1016/j.jallcom.2017.02.098.",[(Fe60Co40)75B20Si5]96Nb4,1.5,1260.81,1727.91,300,none,31751.8,22.71385874,-30988.7,-1.312450868,0.98628,M3B4_D7B,12.611,M3B4_D7B,0.117872,0.174450844,7.016,1.87888,0.095651166,0.432,0.288,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.557078091,0.481686659,0.444172557,0.435725623,0.432756162,22.28,36,7.4304,41,5,26,59.912,31,6.37824,78,47,55,48.23787136,82.09538,16.30654625,92.90638,10.811,55.845,1933.328,1063,224.567808,2750,1687,1811,9.416,9,1.81632,14,5,8,3.608,3,0.67584,5,2,4,121.328,80,15.32544,164,84,132,1.87888,0.44,0.06454272,2.04,1.6,1.83,1.96,1,0.0768,2,1,2,0.288,2,0.43776,2,0,0,4.768,7,2.35008,7,0,6,0,0,0,0,0,0,7.016,6,1.99296,9,3,8,0.04,1,0.0768,1,0,0,1.152,5,1.75104,5,0,0,2.832,6,1.35936,6,0,4,0,0,0,0,0,0,4.024,4,0.612864,7,3,4,10.67136,13.2675,1.5891456,20.44,7.1725,10.73,0.329712,1.524,0.50116224,1.524,0,0,1.357766035,2.1106628,0.76034898,2.1106628,0,2.1106628,206.728,63,22.97088,229,166,229,0.27936146,0.041049031,0.67958951,0,0,0.04724739,0.004535892
474,[82],"[73] Y. Geng, Y. Wang, Z. Wang, J. Qiang, H. Wang, C. Dong, O. Tegus, Formation and
structure-property correlation of new bulk Fe–B–Si–Hf metallic glasses, Mater. Des.
106 (2016) 69–73, https://doi.org/10.1016/j.matdes.2016.05.102.",Fe70B16.67Si8.33Hf5,1,1494.03,2724.79,305,BCC_B2,74047.1,37.19091004,-29798.7,-0.905138092,2.9607,MB2_C32,27.4,MB2_C32,0.1194492,0.182649201,6.6333,1.844338,0.146966193,0.7,0,0.1667,0.0833,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,4,0.726104524,0.703610877,0.700110796,0.700004378,0.700000041,23.7997,67,7.90045,72,5,26,59.2498,33,7.3747,78,45,55,52.15771585,167.679,17.79542623,178.49,10.811,55.845,1924.9387,819,199.1547674,2506,1687,1811,9.1333,10,2.09995,14,4,8,3.6833,4,0.67505,6,2,4,124.3991,91,15.70135,175,84,132,1.844338,0.74,0.074507,2.04,1.3,1.83,2,0,0,2,2,2,0.3333,2,0.49995,2,0,0,4.3,6,2.38,6,0,6,0.7,14,1.33,14,0,0,7.3333,15,2.00005,18,3,8,0,0,0,0,0,0,1.1667,5,1.75005,5,0,0,3.2,8,1.6,8,0,4,0,0,0,0,0,0,4.3667,4,0.57447222,8,4,4,11.51930775,15.0275,2.554256554,22.2,7.1725,10.73,0.3184417,1.524,0.47766255,1.524,0,0,1.47746396,2.1106628,0.886478376,2.1106628,0,2.1106628,216.5813,63,19.12193542,229,166,229,0.272728512,0.045450207,0.586366302,0.095454979,0,0.127942572,0.010434278
