ID,Ref.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
243,[46],Fe67.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co1,6,1264.53257,1493.09317,821,FCC_L12,21069.0617,15.24271786,-21174.0251,-1.23804632,0.21649,MB_B33,2.3305,MOB_BG,0.119007,0.154216982,6.866,1.92602,0.212863242,0.677,0.01,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
244,[46],Fe65.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co3,5,1257.68257,1487.72317,803,FCC_L12,21235.3617,15.44286796,-21404.8251,-1.309091301,0.21266,BCC_B2#1,2.4046,MOB_BG,0.119007,0.154216982,6.886,1.92702,0.212526986,0.657,0.03,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
245,[46],Fe63.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co5,5,1251.53257,1482.43317,785,FCC_L12,21369.6617,15.61674393,-21627.6251,-1.364972202,0.21386,BCC_B2#1,2.4806,MOB_BG,0.119007,0.154216982,6.906,1.92802,0.212185484,0.637,0.05,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
246,[46],Fe61.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co7,4,1245.86257,1477.17317,768,FCC_L12,21476.3617,15.76760259,-21841.8251,-1.411996768,0.21431,BCC_B2#1,2.5504,MOB_BG,0.119007,0.154216982,6.926,1.92902,0.211838711,0.617,0.07,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
247,[46],Fe58.7C7.0Si3.3B5.5P8.7Cr2.3Mo2.5Al2.0Co10,3,1238.11257,1469.26317,741,FCC_L12,21581.5617,15.94827146,-22146.6251,-1.470879035,0.21377,BCC_B2#1,2.6709,MOB_BG,0.119007,0.154216982,6.956,1.93052,0.211308612,0.587,0.1,0.055,0.033,0,0,0,0,0.023,0.025,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
248,[47],(Fe73.2B22Y4.8)95Mo5,5,1241.66,1619.48,300,none,29310.3,20.91266778,-25450.8,-0.870382066,0.89234,MOB_BG,13.596,MOB_BG,0.1204712,0.20250564,6.627,1.862574,0.174838767,0.6954,0,0.209,0,0,0,0.0456,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
249,[47],(Fe70.7B24Y5.3)95Mo5,5,1241.39,1649.47,300,none,30382.5,21.60994447,-27400.3,-0.904676639,0.95871,MOB_BG,13.9,MOB_BG,0.1197682,0.211956947,6.50825,1.8636665,0.181938456,0.67165,0,0.228,0,0,0,0.05035,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
250,[12],Fe79C4Si3B4P10,1,1259.801,1607.699,1185,FCC_L12,24310,16.71786364,-14991.96,-0.779185956,0.27054,FCC_L12#1,0.35007,BCC_B2#1,0.12038,0.12993413,7.22,1.9053,0.17302286,0.79,0,0.04,0.03,0,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
251,[12],Fe75C4Si3B4P10Mo4,4,1314.951,1582.799,1074,FCC_L12,22905.7,15.64501459,-15874.46,-0.9374819,0.20719,BCC_B2#1,0.86356,MOB_BG,0.12082,0.132430372,7.14,1.9185,0.179250523,0.75,0,0.04,0.03,0,0,0,0,0,0.04,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
252,[7],Fe49Mn10Mo13Cr3W3C15B7,2,1324.61,1691.98,300,none,30422.5,20.96254011,-26759.6,-1.526138336,1.0068,MC_SHP,18.603,MC_SHP,0.11937,0.191280539,6.57,1.9784,0.300192338,0.49,0,0.07,0,0,0,0,0,0.03,0.13,0,0.15,0,0,0,0,0.1,0,0,0,0,0.03,0
253,[7],Fe49Cr15Mo14C15B6Er1,6,1378.9719,1596.0905,499.68,BCC_B2,24854.614,17.04534906,-25930.34943,-1.408789585,0.31506,M2B_C16,6.2514,MOB_BG,0.11967,0.188960078,6.47,1.9654,0.291778752,0.49,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
254,[7],Fe66.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo4.5,6,1278.45257,1485.14317,766,FCC_L12,20969.2617,15.00526378,-21514.4251,-1.245346746,0.42037,MOB_BG,3.0735,MOB_BG,0.119227,0.15537177,6.816,1.93212,0.215070002,0.667,0,0.055,0.033,0,0,0,0,0.023,0.045,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
255,[7],Fe48Cr19Mo10C15B6Er2,5,1394.1112,1572.0054,518.7,BCC_B2,23931.07,16.42485203,-25355.73822,-1.429715743,0.23155,M7C3_D101,5.9105,MOB_BG,0.11979,0.192489483,6.42,1.9395,0.302917068,0.48,0,0.06,0,0,0,0,0,0.19,0.1,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
256,[7],Fe70.3Ni3.7Mo6P10C7.5B2.5,5,1235.341,1555.599,1124,FCC_L12,23439,16.67222614,-13846.56,-1.055274225,0.2675,FCC_L12#1,0.39117,FCC_L12#1,0.120785,0.1412755,7.229,1.94801,0.21397883,0.703,0,0.025,0,0,0.037,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
257,[7],Fe69Ni5Mo6P10C7.5B2.5,5,1238.761,1550.579,1125,FCC_L12,23253.9,16.56611236,-13904.76,-1.09137573,0.26152,FCC_L12#1,0.38741,FCC_L12#1,0.120785,0.1412755,7.255,1.94905,0.213596811,0.69,0,0.025,0,0,0.05,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
258,[7],(Fe72B22Y6)98Ta2,4,1229.02,1406.11,300,none,20488.1,15.88168704,-26118.4,-0.821706072,0.43629,C14_LAVES,11.762,C14_LAVES,0.1206976,0.211797529,6.568,1.832808,0.183187213,0.7056,0,0.2156,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
259,[7],Fe66.6Ni7.4Mo6P10C7.5B2.5,4,1244.981,1541.999,1126,FCC_L12,22949.7,16.39037243,-14017.26,-1.148934345,0.25117,FCC_L12#1,0.38233,FCC_L12#1,0.120785,0.1412755,7.303,1.95097,0.212876394,0.666,0,0.025,0,0,0.074,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
260,[7],Fe49Cr15Mo14C13B8Er1,4,1385.7319,1610.8505,398.68,BCC_B2,25817.614,17.64573524,-26158.24943,-1.422703944,0.41105,M2B_C16,8.721,MOB_BG,0.11969,0.188616555,6.45,1.9552,0.279833808,0.49,0,0.08,0,0,0,0,0,0.15,0.14,0,0.13,0,0,0,0.01,0,0,0,0,0,0,0
261,[7],Fe52.65Co5.85Cr6Mo14C15B6Er0.5,4,1287.91035,1550.20025,353.92,BCC_B2,24693.582,18.04208044,-26470.08593,-1.427742117,0.41562,MOB_BG,9.3034,MOB_BG,0.11925,0.186059143,6.7335,1.986575,0.273417299,0.5265,0.0585,0.06,0,0,0,0,0,0.06,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
262,[7],Fe49Cr15Mo14C17B4Er1,4,1372.3219,1627.7005,601.68,BCC_B2,25604.414,17.42160964,-25678.54943,-1.385404641,0.36156,HCP_A3#1,0.36156,HCP_A3#1,0.11965,0.189303054,6.49,1.9756,0.302910284,0.49,0,0.04,0,0,0,0,0,0.15,0.14,0,0.17,0,0,0,0.01,0,0,0,0,0,0,0
263,[7],Fe49Cr15Mo14C18B3Er1,4,1369.0819,1643.7005,684,FCC_L12,25990.614,17.57127252,-25544.24943,-1.369277399,0.39976,HCP_A3#1,3.586,HCP_A3#1,0.11964,0.189474337,6.5,1.9807,0.308198816,0.49,0,0.03,0,0,0,0,0,0.15,0.14,0,0.18,0,0,0,0.01,0,0,0,0,0,0,0
264,[7],[(Fe0.6Ni0.4)0.75B0.2Si0.05]96Nb4,4,1375.18,1971.66,300,none,40072.7,25.549002,-30294.4,-1.312450868,1.0956,MB2_C32,12.185,M3B4_D7B,0.117872,0.174450844,7.304,1.88752,0.096711166,0.432,0,0.192,0.048,0.04,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,[7],(Fe0.5Co0.)72B20Si4Nb4,4,1240.92,1678.26,300,none,30973.55,22.80503847,-31412.4,-1.314986547,0.9043,M3B4_D7B,11.848,M3B4_D7B,0.11768,0.176925605,7.08,1.8836,0.095702874,0.36,0.36,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,[7],Fe72B22Y4Nb2,4,1267.67,1631.79,300,none,23035.1,16.37785694,-25534.4,-0.776626523,0.91258,M3B4_D7B,13.162,M3B4_D7B,0.11944,0.203600354,6.64,1.8472,0.159211055,0.72,0,0.22,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,[7],(Fe0.9Co0.1)64.25Mo14C15B6Er0.75,4,1269.63055,1511.88045,300,none,12823.292,9.321561892,-26345.31997,-1.25842523,0.41661,MOB_BG,11.249,MOB_BG,0.11925,0.187099372,6.84675,1.9955875,0.266466048,0.57825,0.06425,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0075,0,0,0,0,0,0,0
268,[7],(Fe0.9Co0.1)64.5Mo14C15B6Er0.5,4,1269.89035,1512.08025,300,none,12791.382,9.296773707,-26347.18593,-1.247634246,0.41561,MOB_BG,11.242,MOB_BG,0.11913,0.185800659,6.8595,1.997075,0.263893339,0.5805,0.0645,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
269,[7],Fe48Cr10Mo19C15B6Er2,4,1345.3912,1730.3654,477.7,BCC_B2,30276.07,20.30201784,-26851.93822,-1.429715743,0.47638,M2B_C16,6.7255,M2B_C16,0.1206,0.195318959,6.42,1.9845,0.295091088,0.48,0,0.06,0,0,0,0,0,0.1,0.19,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
270,[7],Fe50Mn10Mo14Cr4C16B6,4,1310.83,1653.37,300,none,27671.2,19.59589803,-27355.8,-1.44286061,0.42758,HCP_A3#1,11.963,MOB_BG,0.11886,0.188374435,6.6,1.9692,0.300757976,0.5,0,0.06,0,0,0,0,0,0.04,0.14,0,0.16,0,0,0,0,0.1,0,0,0,0,0,0
271,[7],(Fe0.8Co0.2)64.5Mo14C15B6Er0.5,4,1272.10035,1547.38025,300,none,26119.282,19.34528894,-27084.18593,-1.360715291,0.36379,HCP_A3#1,10.638,MOB_BG,0.11913,0.185800659,6.924,2.0003,0.262131475,0.516,0.129,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
272,[7], (Fe72B22Y6)98Nb2,4,1267.67,1630.38,300,none,20312.8,14.42849852,-25871.2,-0.821706072,0.92395,M3B4_D7B,13.072,M3B4_D7B,0.1206376,0.211380178,6.568,1.834808,0.180061998,0.7056,0,0.2156,0,0.02,0,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,[7],Fe49Mn10Mo14Cr4W1C16B6,4,1317.16,1677.85,300,none,28825.4,20.11656814,-27225.2,-1.491880166,0.6684,MC_SHP,18.187,MC_SHP,0.11907,0.189574726,6.58,1.9745,0.302920369,0.49,0,0.06,0,0,0,0,0,0.04,0.14,0,0.16,0,0,0,0,0.1,0,0,0,0,0.01,0
274,[7],Fe51Mn10Mo14Cr4C15B6,4,1313.9,1619.79,300,none,26198,18.67220624,-26443,-1.431047705,0.39357,HCP_A3#1,11.868,MOB_BG,0.11937,0.184371935,6.64,1.962,0.295337096,0.51,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
275,[7],Fe64.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo6.5,4,1303.05257,1483.37317,703,FCC_L12,20465.8617,14.52233975,-21946.7251,-1.295064293,0.49926,MOB_BG,3.7219,MOB_BG,0.119447,0.15648744,6.776,1.93872,0.216890667,0.647,0,0.055,0.033,0,0,0,0,0.023,0.065,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
276,[7],Fe72B22Y4Ta2,4,1229.02,1464.33,300,none,22821.9,17.23709573,-25741.3,-0.776626523,0.33059,C14_LAVES,11.244,C14_LAVES,0.1195,0.20407604,6.64,1.8452,0.16288941,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
277,[7],Fe64Mo14C15B6Er1,3.5,1281.6019,1480.0605,337.68,BCC_B2,12418.914,9.092997605,-25484.24943,-1.060303888,0.46186,MOB_BG,10.131,MOB_BG,0.11937,0.188378417,6.77,1.9909,0.270636638,0.64,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
278,[7],Fe51.2Co12.8Mo14C15B6Er1,3.5,1271.3319,1546.7805,300,none,26106.414,19.34177732,-27076.64943,-1.380561439,0.36467,HCP_A3#1,10.658,MOB_BG,0.11937,0.188378417,6.898,1.9973,0.267326972,0.512,0.128,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
279,[7],Fe57.6Co6.4Mo14C15B6Er1,3.5,1269.2519,1511.6505,300,none,12858.014,9.348154298,-26343.94943,-1.268356991,0.41792,MOB_BG,11.258,MOB_BG,0.11937,0.188378417,6.834,1.9941,0.269005929,0.576,0.064,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
280,[7],Fe51.8Co12.95Mo14C15B6Er0.25,3,1272.311025,1547.640025,300,none,26068.6585,19.30169463,-27088.64629,-1.349044796,0.36366,HCP_A3#1,10.63,MOB_BG,0.11901,0.184481803,6.937,2.0018,0.259481714,0.518,0.1295,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
281,[7],(Fe0.7Co0.3)64.5Mo14C15B6Er0.5,3,1247.65035,1573.99025,300,none,28761.782,20.92107017,-27697.38593,-1.431963203,0.43449,HCP_A3#1,10.722,MC_SHP,0.11913,0.185800659,6.9885,2.003525,0.260317737,0.4515,0.1935,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
282,[7],(Fe0.7Co0.3)64Mo14C15B6Er1,3,1248.1719,1572.8605,300,none,28686.214,20.8712456,-27687.44943,-1.451257041,0.43308,HCP_A3#1,10.731,MC_SHP,0.11937,0.188378417,6.962,2.0005,0.265598852,0.448,0.192,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0
283,[7],Fe54Mn10Mo14C15B7,3,1292.85,1602.16,300,none,25839.7,18.75617067,-27279.6,-1.308971025,0.37098,HCP_A3#1,12.001,MOB_BG,0.11879,0.188023454,6.67,1.9709,0.289965843,0.54,0,0.07,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
284,[7],(Fe0.9Co0.1)58.5Cr6Mo14C18B3Er0.5,3,1281.38035,1644.54025,499.92,BCC_B2,27457.782,19.63507134,-26069.08593,-1.388229931,0.49699,HCP_A3#1,5.485,MC_SHP,0.11922,0.186578691,6.7635,2.001875,0.289759787,0.5265,0.0585,0.03,0,0,0,0,0,0.06,0.14,0,0.18,0,0,0,0.005,0,0,0,0,0,0,0
285,[7],(Fe0.9Co0.1)64.75Mo14C15B6Er0.25,3,1270.041025,1512.270025,299.98,BCC_B2,12762.6585,9.27403313,-26349.54629,-1.235525452,0.41489,MOB_BG,11.237,MOB_BG,0.11901,0.184481803,6.87225,1.9985625,0.261286832,0.58275,0.06475,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
286,[7],Fe55Cr8Mo14C15B6Er2,4.5,1326.8012,1550.8754,445.7,BCC_B2,20858.77,14.83964115,-25799.23822,-1.337737543,0.37235,MOB_BG,7.1761,MOB_BG,0.12001,0.193570252,6.56,1.9714,0.291431021,0.55,0,0.06,0,0,0,0,0,0.08,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
287,[7],Fe60.5Cr4Mo14C15B6Er0.5,3,1302.37035,1508.69025,399.92,BCC_B2,20026.682,14.68619281,-25650.38593,-1.187903787,0.42091,MOB_BG,8.2153,MOB_BG,0.11921,0.185973763,6.715,1.98705,0.271815742,0.605,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
288,[7],Fe63.5Mo14C15B6Er1.5,3,1280.4297,1479.85925,337.265,BCC_B2,12450.3135,9.113203453,-25489.19811,-1.079996745,0.46502,MOB_BG,10.147,MOB_BG,0.11961,0.1908793,6.745,1.98795,0.275545455,0.635,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.015,0,0,0,0,0,0,0
289,[7],Fe64Mo14C15B6Dy1,3,1280.6671,1480.014,337.06,BCC_B2,12474.298,9.12767406,-25484.49133,-1.060303888,0.46438,MOB_BG,10.155,MOB_BG,0.11938,0.188575316,6.77,1.9907,0.271198285,0.64,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.01,0,0,0,0,0,0,0,0
290,[7],Fe63Mo14C15B6Dy2,3,1278.8942,1479.3598,334.22,BCC_B2,12545.942,9.177434602,-25496.84924,-1.09795124,0.46916,MOB_BG,10.267,MOB_BG,0.11987,0.193681953,6.72,1.9846,0.281412224,0.63,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.02,0,0,0,0,0,0,0,0
291,[7],Fe50Mn10Mo14Cr4C15B7,3,1310.52,1615.7,300,none,26474.3,18.88597623,-27434.6,-1.451559133,0.39666,HCP_A3#1,12.153,MOB_BG,0.11887,0.188203105,6.59,1.9641,0.295137578,0.5,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
292,[7],Fe48Mn10Mo16Cr4C15B7,3,1315.76,1684.54,300,none,29274,20.42749902,-27944.7,-1.475247981,0.46586,HCP_A3#1,12.243,MOB_BG,0.11909,0.189050616,6.55,1.9707,0.295754138,0.48,0,0.07,0,0,0,0,0,0.04,0.16,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0
293,[7],Fe49Mn10Mo14Cr4W1C15B7,3,1317.11,1642.88,300,none,27696,19.4553556,-27310.4,-1.500578689,0.59597,MC_SHP,17.902,MC_SHP,0.11908,0.189404072,6.57,1.9694,0.29743174,0.49,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0.01,0
294,[7],Fe72B22Y4Hf2,3,1267.08,2495.9,300,none,65855.8,38.0595954,-26062.6,-0.776626523,3.2324,MB2_C32,23.698,MB2_C32,0.11986,0.208129071,6.62,1.8412,0.173431716,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
295,[7],Fe49Mn10Mo14Cr4V1C15B7,3,1314.82,1695.63,300,FCC_L12,29998,20.93197884,-27840.2,-1.500578689,0.72812,FCC_L12#1,14.72,FCC_L12#1,0.11893,0.188380823,6.56,1.9621,0.296712976,0.49,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0.01,0,0,0,0
296,[7],Fe49Cr15Mo14C19B2Er1,3,1365.8919,1673.0605,855,FCC_L12,26882.514,17.98647165,-25404.84943,-1.349196334,0.43744,HCP_A3#1,2.2996,HCP_A3#1,0.11963,0.189645485,6.51,1.9858,0.313315113,0.49,0,0.02,0,0,0,0,0,0.15,0.14,0,0.19,0,0,0,0.01,0,0,0,0,0,0,0
297,[7],Fe72B22Y4Ti2,3,1267.08,2567.5,1098,MB_B27,64130.4,35.71349283,-26614.8,-0.776626523,2.6574,MB2_C32,3.4285,MB2_C32,0.11944,0.203600354,6.62,1.846,0.161282361,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
298,[7],Fe71.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0,3,1250.74257,1507.82317,909,FCC_L12,21422.9617,15.56014816,-20444.0251,-1.077536046,0.22739,BCC_B2#1,0.81926,BCC_B2#1,0.118732,0.152716636,6.906,1.91727,0.210159575,0.712,0,0.055,0.033,0,0,0,0,0.023,0,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0
299,[7],Fe56Co7Ni7Zr6Nb2.5Mo1.5B20,3,1366.55,2707.45,300,BCC_B2,74285.27,38.66312085,-30134,-1.342904551,2.6106,MB2_C32,19.84,MB2_C32,0.120415,0.186878299,6.865,1.8503,0.164276931,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
300,[7],Fe56Co7Ni7Zr6Nb2.5Ti1.5B20,3,1310.08,2815.22,300,BCC_B2,81926.27,41.53698607,-31026.5,-1.342904551,2.8978,MB2_C32,19.815,MB2_C32,0.12052,0.187566557,6.835,1.841,0.164030485,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0
301,[7],Fe56Co7Ni7Zr6Nb2.5Ta1.5B20,3,1281.02,2732.99,300,BCC_B2,77881.63,40.99824135,-30392.6,-1.342904551,3.0341,MB2_C32,20.186,MB2_C32,0.120565,0.187941121,6.85,1.8404,0.165199395,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015
302,[7],Fe56Co7Ni7Zr7.5Nb2.5B20,3,1310.07,2779,300,BCC_B2,80440.58,41.07382951,-31125.9,-1.305374369,2.9434,MB2_C32,20.2,MB2_C32,0.1207,0.189346334,6.835,1.83785,0.17162132,0.56,0.07,0.2,0,0.025,0.07,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,[7],Fe62.9Ni11.1Mo6P10C7.5B2.5,3,1254.381,1530.539,1127,FCC_L12,22598.8,16.188031,-12366.1,-1.22117767,0.23682,FCC_L12#1,0.37701,FCC_L12#1,0.120785,0.1412755,7.377,1.95393,0.211726841,0.629,0,0.025,0,0,0.111,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
304,[7],Fe74Mo6P10C7.5B2.5,3,1239.481,1571.189,1119,FCC_L12,23716,16.76502507,-11857.8,-0.908372945,0.27188,FCC_L12#1,0.41105,BCC_B2#1,0.120785,0.1412755,7.155,1.94505,0.215034875,0.74,0,0.025,0,0,0,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
305,[7],Fe65Cr2Mo9P10C8B6,2.5,1253.481,1464.149,514.6,BCC_B2,20624.9,15.10325972,-17322,-1.176085904,0.37617,MOB_BG,5.229,MOB_BG,0.11915,0.161247932,6.86,1.9625,0.223384758,0.65,0,0.06,0,0,0,0,0,0.02,0.09,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0
306,[7],Fe63Cr3Mo12P10C7B5,2.5,1281.411,1491.849,621.6,BCC_B2,19814,14.05675215,-15891.7,-1.216904026,0.38433,M2B_C16,4.0257,M2B_C16,0.12051,0.153908422,6.87,1.9614,0.219367363,0.63,0,0.05,0,0,0,0,0,0.03,0.12,0.1,0.07,0,0,0,0,0,0,0,0,0,0,0
307,[7],Fe45.325Co19.425Mo14C15B6Er0.25,2.5,1247.211025,1574.510025,300,none,28803.4585,20.94851654,-27703.04629,-1.420568862,0.43553,HCP_A3#1,10.72,MC_SHP,0.11901,0.184481803,7.00175,2.0050375,0.257623269,0.45325,0.19425,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0
308,[7],Fe64Cr3Mo10P10C10B3,2.5,1270.301,1469.899,794,FCC_L12,19894.3,14.59086614,-16340.7,-1.186792747,0.19418,M6C_E93,2.006,M2B_C16,0.11976,0.157950853,6.89,1.9722,0.240123218,0.64,0,0.03,0,0,0,0,0,0.03,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
309,[7],Fe66Mo10P12C10B2,2.5,1223.5332,1480.93,976,FCC_L12,21219.612,15.58986735,-17649.604,-1.067429296,0.23636,M6C_E93,0.84097,M2B_C16,0.11964,0.155563075,6.94,1.9824,0.236512664,0.66,0,0.02,0,0,0,0,0,0,0.1,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
310,[7],Fe64.5Mo14C15B6Er0.5,2.5,1282.24035,1480.18025,337.92,BCC_B2,12402.482,9.082563646,-25481.28593,-1.037955728,0.46014,MOB_BG,10.122,MOB_BG,0.11913,0.185800659,6.795,1.99385,0.265604363,0.645,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0
311,[7],Fe76Si9.6B8.4P6,2.5,1464.5866,1560.5954,953.64,BCC_B2,17978.11,11.97042658,-22918.512,-0.810406558,0.071112,BCC_B2#1,0.6973,M2B_C16,0.119624,0.132645068,7.016,1.87596,0.099189104,0.76,0,0.084,0.096,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
312,[7],Fe69Mo7P12C10B2,2.5,1223.5332,1503.36,1057,FCC_L12,19206.212,14.02060759,-16818.004,-1.005112736,0.24554,FCC_L12#1,0.45731,BCC_B2#1,0.11931,0.153894949,7,1.9725,0.235776907,0.69,0,0.02,0,0,0,0,0,0,0.07,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
313,[7],Fe64Mo14C15B7,2.5,1282.44,1516.79,300,none,13115.5,9.463370921,-26472.5,-1.031595746,0.53783,MOB_BG,12.004,MOB_BG,0.11839,0.186924762,6.77,1.9989,0.259934203,0.64,0,0.07,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
314,[7],Fe63Cr3Mo10P12C10B2,2.5,1266.0332,1478.29,981,FCC_L12,20145.612,14.70864749,-17849.404,-1.18946818,0.22501,M6C_E93,0.89696,M2B_C16,0.1197,0.155736175,6.88,1.9773,0.241523726,0.63,0,0.02,0,0,0,0,0,0.03,0.1,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0
315,[7], (Fe72B22Y6)98Ti2,2,1267.08,2548.7,300,none,60631.7,33.4607239,-26990,-0.821706072,2.5987,MB2_C32,18.14,MB2_C32,0.1206376,0.211380178,6.548,1.833608,0.181814252,0.7056,0,0.2156,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
316,[7],Fe52.5Cr7.5Mo15C15B10,2,1320.94,1651.78,300,none,29149.5,20.37667456,-29919.9,-1.331951976,0.7195,MOB_BG,12.999,MOB_BG,0.11715,0.198521325,6.45,1.99575,0.270553946,0.525,0,0.1,0,0,0,0,0,0.075,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0
317,[7],Fe42Cr16Mo16C18B5Y3,2,1389.59,1695.53,300,none,31579.8,20.9873856,-28800.9,-1.514423374,0.59299,Y2C3_ALPHA,16.743,Y2C3_ALPHA,0.11996,0.209178018,6.24,1.9774,0.32711044,0.42,0,0.05,0,0,0,0.03,0,0.16,0.16,0,0.18,0,0,0,0,0,0,0,0,0,0,0
